Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1609506000.0,29233.49000000,29470.00000000,29200.00000000,29464.79000000,2211.29829000,1609509599.999,64952612.17843147,51420,1102.40410000,32385604.78507834,0
1609509600.0,29464.79000000,29530.00000000,29266.15000000,29327.84000000,2612.67217000,1609513199.999,76824362.53364532,63341,1251.80870900,36813212.09859227,0
1609513200.0,29327.83000000,29391.00000000,29030.14000000,29188.67000000,2779.06389400,1609516799.999,81232002.48765679,71966,1262.58015300,36922103.13134250,0
1609516800.0,29188.67000000,29360.00000000,29125.00000000,29300.57000000,1490.32948400,1609520399.999,43610391.87454118,41586,774.31247700,22657543.68634492,0
1609520400.0,29300.79000000,29339.76000000,28937.00000000,29079.64000000,2504.97709900,1609523999.999,73023440.33533108,58010,1019.11805100,29715488.81612700,0
1609524000.0,29077.59000000,29259.98000000,28624.57000000,29072.70000000,4226.43004100,1609527599.999,122480565.74309262,88856,1801.54203200,52236804.42358850,0
1609527600.0,29072.70000000,29125.32000000,28950.00000000,29029.04000000,1629.22872100,1609531199.999,47324728.28361069,49038,752.04501500,21847593.00496335,0
1609531200.0,29029.04000000,29279.72000000,28880.37000000,29200.96000000,1838.54908200,1609534799.999,53590098.13888548,52949,960.22896300,27992651.84744214,0
1609534800.0,29200.97000000,29289.82000000,29130.00000000,29160.39000000,1447.22964100,1609538399.999,42285361.51600605,34181,776.32409300,22684651.47220357,0
1609538400.0,29163.17000000,29326.74000000,29104.57000000,29262.32000000,1127.03589700,1609541999.999,32972283.53778708,37533,552.48585500,16165226.57121833,0
1609542000.0,29262.32000000,29338.89000000,29228.14000000,29331.69000000,971.12338500,1609545599.999,28443882.37070015,28620,523.74728700,15341792.07335345,0
1609545600.0,29331.70000000,29338.59000000,28946.53000000,29197.48000000,2638.15937900,1609549199.999,76856531.55900287,56787,1247.24618700,36330827.26651437,0
1609549200.0,29197.93000000,29400.00000000,29100.00000000,29359.47000000,1891.99724900,1609552799.999,55385402.78970417,41136,960.49200100,28127469.61077394,0
1609552800.0,29359.46000000,29469.00000000,29320.01000000,29323.82000000,1704.83013700,1609556399.999,50111457.75322650,34864,919.10250700,27018817.34672662,0
1609556400.0,29323.82000000,29382.49000000,29256.85000000,29351.95000000,1158.04176100,1609559999.999,33963115.16512242,33338,563.83224300,16536321.44525508,0
1609560000.0,29351.95000000,29396.00000000,29220.00000000,29349.63000000,988.71107000,1609563599.999,28985783.95102539,36593,513.99851400,15069817.63238660,0
1609563600.0,29349.63000000,29590.00000000,29349.63000000,29589.99000000,2778.87823100,1609567199.999,81957934.92152147,48203,1889.25015400,55722199.46021065,0
1609567200.0,29589.99000000,29745.00000000,29450.00000000,29709.07000000,3030.24082000,1609570799.999,89791157.01909066,61113,1919.61728100,56884432.27238282,0
1609570800.0,29709.06000000,29820.50000000,29623.31000000,29750.00000000,3067.81272400,1609574399.999,91222945.57779763,56853,1999.91714500,59479642.41147299,0
1609574400.0,29751.47000000,29849.11000000,29640.00000000,29844.51000000,2358.08824100,1609577999.999,70213292.48882387,55194,1185.87901000,35308597.74347598,0
1609578000.0,29844.52000000,29899.00000000,29578.05000000,29612.87000000,3188.49737500,1609581599.999,94891130.35379542,63645,1490.10338400,44368671.01529736,0
1609581600.0,29612.88000000,29829.00000000,29473.91000000,29680.99000000,2315.18233700,1609585199.999,68694488.75869353,49466,1119.01804200,33209227.51330484,0
1609585200.0,29679.51000000,29780.53000000,29622.79000000,29755.00000000,1365.03665500,1609588799.999,40570945.42355006,29571,598.18892600,17778425.81689583,0
1609588800.0,29754.99000000,30888.00000000,29741.39000000,30604.03000000,12772.56604400,1609592399.999,387025691.68456484,200036,7693.61308900,232831158.19322058,0
1609592400.0,30604.03000000,31561.87000000,30521.00000000,31541.17000000,9182.42970300,1609595999.999,284862696.67061101,155703,5000.51248100,155171075.80361159,0
1609596000.0,31546.06000000,31567.89000000,31065.00000000,31290.53000000,6447.78389700,1609599599.999,201609364.53663465,115280,3104.82695800,97083027.72110683,0
1609599600.0,31290.53000000,31800.00000000,31236.37000000,31691.29000000,5626.19375500,1609603199.999,177435149.22325535,97954,2936.49097300,92602951.94086850,0
1609603200.0,31691.09000000,33000.00000000,31616.42000000,32482.28000000,15432.28518600,1609606799.999,500065150.69207718,243515,7704.18957300,249664588.17049993,0
1609606800.0,32484.28000000,32935.00000000,32394.77000000,32856.96000000,6402.18070100,1609610399.999,209101591.46210164,106138,3400.89904700,111088781.87106785,0
1609610400.0,32856.95000000,33300.00000000,32421.00000000,32999.98000000,7170.29541200,1609613999.999,235363454.12117517,107993,3731.00286900,122570325.41192683,0
1609614000.0,32999.98000000,33220.00000000,32690.00000000,33027.20000000,5844.85649900,1609617599.999,192991798.29034694,100521,3074.28482400,101527404.04491779,0
1609617600.0,33027.20000000,33061.37000000,30550.00000000,30667.22000000,15733.28311200,1609621199.999,504482345.09340442,213120,7147.18982200,229365443.72211530,0
1609621200.0,30669.43000000,32005.94000000,30300.00000000,31694.59000000,10395.12064200,1609624799.999,326513926.94158377,161944,5285.50818400,165946681.21302372,0
1609624800.0,31693.53000000,32311.92000000,31424.96000000,32145.66000000,3879.06209400,1609628399.999,124189288.57427153,91572,1766.47715100,56575341.60307028,0
1609628400.0,32143.53000000,32246.67000000,31500.00000000,32178.33000000,4622.34033800,1609631999.999,147557520.62016068,85383,2194.66488100,70073494.65701959,0
1609632000.0,32176.45000000,32497.80000000,31962.99000000,32447.94000000,3346.06214100,1609635599.999,108006253.42272902,63472,1758.75207800,56783635.03682368,0
1609635600.0,32447.95000000,32790.07000000,32201.00000000,32585.09000000,3401.15220700,1609639199.999,110773399.69333609,70692,1770.81858900,57671008.07579552,0
1609639200.0,32583.04000000,32884.09000000,32550.00000000,32741.67000000,2017.20975900,1609642799.999,66039545.22800387,48226,1010.49816300,33089617.80521227,0
1609642800.0,32741.68000000,32756.00000000,32404.00000000,32573.87000000,2125.87880000,1609646399.999,69347477.45908845,46215,899.91924100,29356251.53461650,0
1609646400.0,32576.11000000,33250.00000000,32450.00000000,33192.53000000,3436.07098400,1609649999.999,112792746.66880588,60917,2045.68522700,67209328.65906662,0
1609650000.0,33192.53000000,34180.00000000,33109.44000000,33758.67000000,10355.07031500,1609653599.999,350167811.09683042,176812,5513.67143800,186390893.19406770,0
1609653600.0,33758.67000000,34110.05000000,33651.12000000,33967.13000000,4526.91097400,1609657199.999,153551636.94704574,95086,2360.33759000,80068532.23998821,0
1609657200.0,33967.13000000,34778.11000000,33737.19000000,34452.34000000,7968.07402300,1609660799.999,273877823.02471700,135337,3835.12822700,131801254.42768407,0
1609660800.0,34451.78000000,34670.41000000,33757.29000000,34367.68000000,6146.77411200,1609664399.999,210713141.05225317,110795,2947.24110400,101077763.49754152,0
1609664400.0,34367.35000000,34588.88000000,33800.00000000,34190.55000000,6052.67897200,1609667999.999,206713459.38775728,114590,2746.05092500,93808940.47277085,0
1609668000.0,34189.98000000,34350.00000000,33403.00000000,33877.96000000,6335.22664200,1609671599.999,214615660.03475803,120518,3038.83693400,102960933.70594279,0
1609671600.0,33877.96000000,34450.00000000,33787.55000000,34413.53000000,4116.85314100,1609675199.999,140535081.14537481,92262,2255.03787400,76986787.81280623,0
1609675200.0,34413.53000000,34600.00000000,33928.75000000,34103.72000000,4546.28348100,1609678799.999,155830593.73039518,89900,2266.26171700,77715495.36382322,0
1609678800.0,34103.73000000,34385.02000000,33800.00000000,33880.00000000,4373.73837600,1609682399.999,149031480.84569385,87957,2050.56080100,69890174.70069015,0
1609682400.0,33877.98000000,34150.00000000,33450.00000000,33811.54000000,5928.80556300,1609685999.999,200638151.95697655,112757,2900.71102100,98139759.78261895,0
1609686000.0,33811.54000000,33873.45000000,32727.00000000,33506.62000000,8391.24975700,1609689599.999,279582888.95484869,140091,3792.71472900,126401018.81240185,0
1609689600.0,33505.15000000,33822.69000000,32650.00000000,32676.74000000,7983.73912500,1609693199.999,266031558.97452663,129178,3881.70200600,129341713.44537748,0
1609693200.0,32676.75000000,33333.33000000,32454.73000000,32909.27000000,7447.80916300,1609696799.999,244812012.99385249,135756,3643.79336400,119852164.82576344,0
1609696800.0,32907.51000000,33031.57000000,32267.00000000,32769.76000000,4707.19994300,1609700399.999,153750662.05561621,94512,2355.51975900,76959635.32715938,0
1609700400.0,32769.79000000,32930.00000000,32455.71000000,32772.21000000,2288.43941200,1609703999.999,74825548.95742354,73266,1072.31709100,35065540.58420238,0
1609704000.0,32775.10000000,33816.00000000,32727.10000000,33726.21000000,5420.67818300,1609707599.999,181382884.16276131,111426,2919.38549700,97677133.65780773,0
1609707600.0,33725.72000000,33861.92000000,33506.00000000,33558.34000000,2123.06799200,1609711199.999,71508817.93767056,76216,1052.73779500,35464167.05367330,0
1609711200.0,33559.06000000,33661.10000000,33000.00000000,33119.14000000,2841.03309300,1609714799.999,94606664.88271222,74965,1251.99851100,41712740.73810901,0
1609714800.0,33119.14000000,33600.00000000,32600.00000000,33000.05000000,5077.56059200,1609718399.999,168463124.87883950,108752,2380.65319000,79003943.17790337,0
1609718400.0,33000.05000000,33111.44000000,32400.25000000,32843.88000000,4792.20683100,1609721999.999,157090780.02866342,102303,2337.32205000,76640069.54148755,0
1609722000.0,32843.89000000,33327.00000000,32602.47000000,33191.04000000,3390.02387200,1609725599.999,111723279.13155555,77232,1619.89909700,53373905.14610674,0
1609725600.0,33191.05000000,33588.00000000,32958.38000000,33454.22000000,3180.35078300,1609729199.999,105765257.03035539,73174,1565.73680600,52080821.90135500,0
1609729200.0,33454.21000000,33510.71000000,33160.00000000,33505.16000000,3174.20913400,1609732799.999,105885637.67106639,74546,1550.96606000,51736216.72372775,0
1609732800.0,33505.15000000,33600.00000000,33186.14000000,33257.55000000,3167.02927300,1609736399.999,105695860.81390999,70718,1582.28668800,52806095.53989332,0
1609736400.0,33257.56000000,33315.90000000,32802.25000000,32813.01000000,3990.70088000,1609739999.999,132098247.27391540,86995,1912.44957000,63309431.04982456,0
1609740000.0,32813.01000000,33408.00000000,32813.00000000,33100.02000000,4768.76492800,1609743599.999,157679676.36409471,93791,2665.12417700,88130614.48937725,0
1609743600.0,33100.02000000,33148.69000000,31505.00000000,32068.84000000,9472.37682800,1609747199.999,305928119.96734844,163230,4856.66906300,156851370.47884084,0
1609747200.0,32068.84000000,32567.88000000,31450.00000000,32045.14000000,6529.25324800,1609750799.999,209132998.40311764,125127,2998.78773300,96102959.13230930,0
1609750800.0,32045.15000000,32152.15000000,30248.85000000,31038.63000000,11271.89653100,1609754399.999,351321935.49618102,173055,5038.68188200,157122742.24963213,0
1609754400.0,31038.35000000,31227.33000000,28130.00000000,30270.76000000,19376.83117900,1609757999.999,573629351.31642204,305630,9223.43025700,273302725.96630042,0
1609758000.0,30270.76000000,30900.20000000,29400.00000000,30743.06000000,9413.49006700,1609761599.999,283733132.88333011,170181,4539.81272700,136956401.56307816,0
1609761600.0,30742.99000000,31434.07000000,30454.25000000,31219.02000000,8316.88082800,1609765199.999,257727418.56933529,153242,3929.17547400,121744030.72879640,0
1609765200.0,31219.03000000,31400.00000000,30600.00000000,31400.00000000,5474.65478700,1609768799.999,169692056.80846927,101540,2600.95311600,80643934.90996195,0
1609768800.0,31400.00000000,32167.93000000,31400.00000000,32113.68000000,7479.38358700,1609772399.999,237746821.62135450,116397,3581.67988600,113853118.14224021,0
1609772400.0,32113.68000000,32185.67000000,31550.00000000,31745.72000000,5321.62025100,1609775999.999,169560823.38397644,99381,2505.70734700,79819154.00419214,0
1609776000.0,31745.71000000,31920.00000000,30723.00000000,31320.31000000,8174.28578300,1609779599.999,255043539.07925110,133682,4187.51493100,130621147.14683560,0
1609779600.0,31320.30000000,31523.01000000,30626.36000000,31024.17000000,4962.56272900,1609783199.999,153975400.83942578,96732,2613.69739000,81111771.17490149,0
1609783200.0,31022.25000000,31465.44000000,31001.00000000,31165.16000000,3361.43987000,1609786799.999,104948080.87133230,73391,1896.89392700,59231323.65317481,0
1609786800.0,31165.16000000,31855.75000000,31104.99000000,31665.51000000,3388.37222100,1609790399.999,106758748.38653801,71762,1753.38870200,55257387.68892296,0
1609790400.0,31665.52000000,31830.95000000,31210.00000000,31244.97000000,2850.96308700,1609793999.999,89770988.08670449,64911,1329.17277400,41858872.75067731,0
1609794000.0,31244.97000000,31579.00000000,30856.08000000,31014.27000000,3202.45612700,1609797599.999,99727509.60811839,74424,1548.02173100,48215339.25595822,0
1609797600.0,31014.27000000,31474.78000000,30950.00000000,31332.05000000,1646.48413800,1609801199.999,51480692.96027581,54923,906.95705200,28362489.62653594,0
1609801200.0,31332.05000000,32031.01000000,31150.00000000,31988.71000000,4193.64872800,1609804799.999,132893993.10060339,86041,2344.14079000,74303486.15285786,0
1609804800.0,31989.75000000,32853.38000000,31989.74000000,32430.49000000,7707.64341000,1609808399.999,250007916.90775211,127581,4569.48199000,148144849.10568232,0
1609808400.0,32430.69000000,32796.00000000,32224.25000000,32786.06000000,4246.96065000,1609811999.999,138118302.36451834,83071,2295.49344300,74675015.21841346,0
1609812000.0,32786.05000000,32828.26000000,32221.10000000,32306.64000000,3163.43004400,1609815599.999,102893990.21816806,65391,1571.90279200,51120318.98503503,0
1609815600.0,32306.64000000,32536.09000000,31130.86000000,31200.00000000,5695.04449600,1609819199.999,181350412.23885364,112880,2751.73680400,87713825.89386314,0
1609819200.0,31190.04000000,31538.45000000,30418.00000000,30858.98000000,7229.48636600,1609822799.999,224769397.84667815,157600,3122.03990900,97170832.72847822,0
1609822800.0,30858.98000000,31366.16000000,29900.00000000,30436.25000000,6366.97612400,1609826399.999,195158786.10553854,159593,2694.13433100,82666054.53886334,0
1609826400.0,30436.26000000,31270.43000000,29900.00000000,31123.25000000,6611.21073500,1609829999.999,202286248.33256154,127994,3659.29882200,111844754.48935623,0
1609830000.0,31123.25000000,31312.03000000,30759.47000000,30817.77000000,2811.38395300,1609833599.999,87206069.28127892,71734,1279.15583000,39679285.44614070,0
1609833600.0,30817.78000000,31522.19000000,30817.78000000,31192.09000000,3237.12095700,1609837199.999,101016094.16648097,88984,1691.74721800,52801113.11961794,0
1609837200.0,31192.16000000,31821.94000000,31157.90000000,31569.63000000,3935.59797900,1609840799.999,124016625.84180410,91763,2077.94349900,65482399.52003036,0
1609840800.0,31569.63000000,31687.11000000,31088.33000000,31345.77000000,3174.76039600,1609844399.999,99666137.72028313,81295,1624.61121700,51008190.21588990,0
1609844400.0,31347.73000000,31777.00000000,31284.15000000,31776.66000000,2908.12176800,1609847999.999,91671919.09848990,72492,1608.73697700,50727750.80430447,0
1609848000.0,31776.66000000,32057.13000000,31563.84000000,31585.01000000,4161.55133400,1609851599.999,132493096.80311255,94633,2278.18509000,72558530.75037737,0
1609851600.0,31585.00000000,31900.00000000,31416.27000000,31460.01000000,2523.02316500,1609855199.999,79971740.01184837,64040,1248.02063100,39565656.12394609,0
1609855200.0,31460.11000000,32375.07000000,31111.78000000,32342.33000000,5942.10285400,1609858799.999,188316129.32606876,137989,3384.55523600,107337665.44604894,0
1609858800.0,32343.61000000,32374.31000000,31929.41000000,32099.98000000,3616.59901600,1609862399.999,116161069.22208343,98120,1862.74385500,59830250.35901147,0
1609862400.0,32099.97000000,32670.00000000,31763.23000000,32469.90000000,4926.17161600,1609865999.999,159348378.63575512,114817,2517.10906500,81421262.10859769,0
1609866000.0,32469.90000000,32790.00000000,32254.18000000,32742.73000000,3599.64571800,1609869599.999,116970729.32707121,82231,1693.39973600,55049206.49118736,0
1609869600.0,32742.73000000,33433.55000000,32650.03000000,33372.84000000,6647.00992100,1609873199.999,219940103.11654606,129769,3830.69609100,126730979.20382337,0
1609873200.0,33372.83000000,34187.09000000,33098.82000000,33697.75000000,8659.33850300,1609876799.999,292047625.83670093,179774,4641.04381700,156580281.19993935,0
1609876800.0,33693.80000000,34044.13000000,33318.00000000,33969.17000000,5800.65390700,1609880399.999,195673767.39849565,106875,2778.60271100,93787060.66580112,0
1609880400.0,33968.66000000,33996.03000000,33471.94000000,33699.63000000,3682.07415100,1609883999.999,124381906.41438341,74894,1702.31561300,57517127.96443939,0
1609884000.0,33699.63000000,34360.00000000,33695.60000000,34183.42000000,4616.40333400,1609887599.999,157718468.59895870,113239,2717.78634600,92848224.48505438,0
1609887600.0,34183.43000000,34284.91000000,33650.00000000,33949.53000000,4787.68664100,1609891199.999,162432229.83348370,90092,2091.01373200,70934458.77764801,0
1609891200.0,33949.53000000,34107.59000000,33288.00000000,33918.01000000,6106.35192400,1609894799.999,205743581.04425707,99660,2516.25996100,84812005.34531709,0
1609894800.0,33918.01000000,34018.93000000,33513.05000000,33811.28000000,3237.65935400,1609898399.999,109289337.46651398,62378,1475.38110700,49802826.13141871,0
1609898400.0,33811.28000000,34135.84000000,33768.32000000,33873.30000000,3252.25455600,1609901999.999,110509015.75623268,60510,1626.42308100,55274032.44717988,0
1609902000.0,33873.30000000,34170.00000000,33652.00000000,34117.59000000,3183.08804500,1609905599.999,107858643.06601506,79479,1672.00819000,56692634.90742621,0
1609905600.0,34116.76000000,35766.58000000,34109.83000000,35325.91000000,12735.41762700,1609909199.999,444922768.19202013,211886,7910.03825500,275960969.40718472,0
1609909200.0,35326.82000000,35590.00000000,34510.00000000,34978.91000000,5595.78367600,1609912799.999,196115940.87795285,106461,2891.38405100,101402148.66539782,0
1609912800.0,34977.27000000,35229.10000000,34782.44000000,35125.51000000,3923.02640300,1609916399.999,137467483.49545430,82118,2054.11388500,71979294.60308102,0
1609916400.0,35125.49000000,35248.63000000,34350.00000000,34676.40000000,3898.73728400,1609919999.999,135685914.15764905,90102,1874.10273300,65256486.63670632,0
1609920000.0,34666.80000000,34950.77000000,34015.00000000,34594.28000000,5094.75919600,1609923599.999,176018487.58908296,104746,2360.74276200,81573834.44700668,0
1609923600.0,34596.08000000,34607.69000000,33357.90000000,33919.50000000,5753.91297000,1609927199.999,195480943.58159614,116923,2559.39339000,86977436.94551326,0
1609927200.0,33919.50000000,34550.00000000,33834.61000000,34417.36000000,3851.57425900,1609930799.999,132191268.15797724,81692,1875.01912600,64352205.86680140,0
1609930800.0,34417.37000000,35200.00000000,34342.87000000,34918.53000000,6362.80414200,1609934399.999,221652511.71656262,135283,3225.56840900,112395840.12698986,0
1609934400.0,34918.54000000,35088.00000000,34415.61000000,34929.87000000,4569.51466500,1609937999.999,158781299.83276104,111089,2339.06150000,81279110.68771631,0
1609938000.0,34929.87000000,35050.00000000,34300.00000000,34550.00000000,4296.27233100,1609941599.999,148666291.75269622,101607,2028.18287800,70209071.06286720,0
1609941600.0,34549.99000000,34593.50000000,34052.42000000,34213.46000000,5728.36809500,1609945199.999,196539271.47079065,118986,2687.80804700,92234560.97504688,0
1609945200.0,34213.58000000,34790.00000000,34150.00000000,34566.19000000,4050.15684800,1609948799.999,139949954.84675728,84656,1858.52932300,64217961.06072499,0
1609948800.0,34566.18000000,35076.42000000,34372.92000000,34612.41000000,6142.98629100,1609952399.999,213765663.67000848,119999,2805.93946000,97707179.71105734,0
1609952400.0,34615.98000000,35057.81000000,34562.00000000,34898.52000000,3410.29344000,1609955999.999,118876311.09590797,78917,1651.60960300,57594103.95804292,0
1609956000.0,34898.52000000,35245.00000000,34894.22000000,35215.75000000,3704.00848100,1609959599.999,130045690.18758426,79341,1818.20697700,63842688.84232041,0
1609959600.0,35215.75000000,35695.00000000,34652.60000000,34816.72000000,5619.20776800,1609963199.999,198986931.55874261,127198,2772.62367000,98244633.93981346,0
1609963200.0,34818.95000000,36250.00000000,34280.00000000,36015.88000000,10922.41272400,1609966799.999,384838155.99124447,211465,5441.59735300,192130710.80364409,0
1609966800.0,36015.16000000,36470.00000000,35650.00000000,35874.16000000,7481.32434800,1609970399.999,269663315.99895945,143699,3530.87547100,127294676.33943071,0
1609970400.0,35869.97000000,36379.99000000,35700.92000000,35989.63000000,2717.84739300,1609973999.999,98138204.77164020,84495,1258.44650600,45453405.34245312,0
1609974000.0,35989.64000000,36939.21000000,35949.12000000,36769.36000000,5501.43949000,1609977599.999,200767262.24120768,99093,2819.59891400,102944651.96840851,0
1609977600.0,36769.36000000,37287.63000000,36422.71000000,37150.66000000,6259.57897800,1609981199.999,231127540.88700173,126956,3276.04372500,121035260.46323515,0
1609981200.0,37150.66000000,37227.61000000,36615.83000000,36871.47000000,4542.03973000,1609984799.999,167744153.75912638,92343,2188.22221600,80834008.77942776,0
1609984800.0,36871.47000000,37087.01000000,36456.00000000,36962.37000000,4112.98100900,1609988399.999,151378625.95657551,75846,1862.59406500,68560321.70436183,0
1609988400.0,36962.37000000,37699.00000000,36926.53000000,37454.48000000,4747.64690900,1609991999.999,177380063.69681458,102236,2489.39129500,93000819.42241232,0
1609992000.0,37452.62000000,37550.00000000,37056.12000000,37450.95000000,4099.95384100,1609995599.999,153032050.67556983,93723,1967.84767900,73462310.91837377,0
1609995600.0,37450.95000000,37700.80000000,37100.77000000,37347.20000000,4337.60029100,1609999199.999,162305184.42616053,88626,2189.33091400,81931971.65715822,0
1609999200.0,37347.20000000,37439.75000000,36710.00000000,37130.84000000,4095.35114000,1610002799.999,151906540.45678327,102410,1749.23592800,64883857.26010562,0
1610002800.0,37130.85000000,37338.72000000,36720.00000000,36859.85000000,3782.27688600,1610006399.999,140083390.80394544,91008,1623.22536900,60156275.89779950,0
1610006400.0,36863.04000000,37350.00000000,36300.00000000,37217.55000000,5254.61020900,1610009999.999,193767393.70327787,105341,2307.40234300,85144391.17514270,0
1610010000.0,37217.55000000,37500.99000000,36905.00000000,37492.69000000,4407.04559400,1610013599.999,163843785.85139342,73931,2244.72536700,83506486.68795209,0
1610013600.0,37492.70000000,37500.00000000,36920.00000000,37045.45000000,3236.82271800,1610017199.999,120314344.26502907,73246,1456.95604700,54166648.01214179,0
1610017200.0,37045.45000000,37913.72000000,37038.97000000,37822.09000000,4315.49039700,1610020799.999,161597115.72571475,93785,2370.94087800,88851600.37871656,0
1610020800.0,37825.64000000,38200.00000000,37518.00000000,37941.36000000,6363.35906900,1610024399.999,241319458.86435367,126651,3103.65779600,117756120.27681301,0
1610024400.0,37941.37000000,38429.00000000,37900.00000000,38161.60000000,5364.34606600,1610027999.999,205106242.97582551,109894,2583.94624000,98802410.05574995,0
1610028000.0,38161.60000000,38644.76000000,38079.02000000,38453.97000000,5516.63370100,1610031599.999,211915217.15929497,127201,2553.52547300,98119133.15050093,0
1610031600.0,38450.51000000,38970.42000000,38062.75000000,38970.42000000,5401.36264100,1610035199.999,208049947.52961345,108411,2618.40335000,100917730.45469424,0
1610035200.0,38970.41000000,39500.00000000,38921.49000000,39120.01000000,8054.61611400,1610038799.999,315624646.46786094,152513,4140.22882300,162292200.88514323,0
1610038800.0,39120.01000000,39775.00000000,39101.36000000,39732.92000000,4853.72990500,1610042399.999,191791634.74751861,118869,2607.77573300,103049642.73116991,0
1610042400.0,39732.92000000,40365.00000000,36500.00000000,38948.48000000,16920.67287100,1610045999.999,656141657.34246253,352801,8352.78240100,324987958.80568612,0
1610046000.0,38907.58000000,39236.12000000,37493.52000000,39062.00000000,9539.54129200,1610049599.999,367676058.94426181,178227,4568.73751400,176185972.74372717,0
1610049600.0,39061.99000000,39199.33000000,38352.88000000,39109.38000000,4364.13361200,1610053199.999,169359110.49023060,97943,2132.34871100,82796137.61577405,0
1610053200.0,39111.34000000,39882.07000000,38908.11000000,39687.11000000,4533.61478900,1610056799.999,178905952.02809147,98626,2237.72931700,88336681.65941423,0
1610056800.0,39687.11000000,39969.00000000,39150.00000000,39665.92000000,2855.62721000,1610060399.999,113198084.48035602,94586,1413.94892000,56075175.26137254,0
1610060400.0,39666.00000000,39680.54000000,38541.38000000,39432.28000000,5866.66546500,1610063999.999,229001742.14610960,129513,3016.10703200,117730123.85962437,0
1610064000.0,39432.48000000,39699.87000000,38793.23000000,38793.23000000,3387.17488900,1610067599.999,133184446.37639539,92545,1535.35775800,60395220.31993304,0
1610067600.0,38793.24000000,39000.00000000,37800.00000000,38681.37000000,5775.38926500,1610071199.999,222320078.64383120,118187,2477.23985000,95426783.89717878,0
1610071200.0,38681.38000000,38692.83000000,36500.00000000,37181.74000000,9364.24713500,1610074799.999,350671968.12783984,184588,4041.02930300,151433666.58874171,0
1610074800.0,37181.74000000,38460.13000000,37068.40000000,38347.10000000,5036.74691800,1610078399.999,191531646.49060035,107958,2279.00721300,86658079.51130932,0
1610078400.0,38347.11000000,38949.97000000,38155.61000000,38668.92000000,5126.66640200,1610081999.999,198141885.51559744,92378,2021.91847700,78103095.87348774,0
1610082000.0,38668.92000000,38700.00000000,37895.00000000,37975.25000000,4384.15874300,1610085599.999,168179267.74228120,78020,2012.30775600,77208465.01634949,0
1610085600.0,37980.53000000,38685.13000000,37563.92000000,38537.94000000,3989.76181500,1610089199.999,152681589.95116749,85138,2001.85591200,76637372.69438687,0
1610089200.0,38538.99000000,39143.80000000,38280.16000000,38930.55000000,4177.46546000,1610092799.999,161995711.17798650,91584,2176.84316200,84394619.63586086,0
1610092800.0,38929.56000000,38985.06000000,38414.70000000,38648.95000000,3277.73807000,1610096399.999,126726366.48661977,77560,1404.58769600,54299270.78439706,0
1610096400.0,38648.96000000,39374.22000000,38222.00000000,39358.34000000,3995.80383300,1610099999.999,155055524.72934390,92046,2098.95693900,81516294.63929747,0
1610100000.0,39358.99000000,41057.79000000,39220.00000000,40721.45000000,10298.22132600,1610103599.999,413988645.03214855,192411,5906.62682800,237456218.24972363,0
1610103600.0,40722.71000000,41500.45000000,40345.39000000,41286.67000000,9286.54999900,1610107199.999,381339340.10874931,173240,4686.87248800,192530894.29991795,0
